MV-xqYoBStwCXBRBcv5Q,"A man is cutting an onion.","A man is cutting an onion.",2
P1-1qYoBStwCXBRB0P4T,"A man is cutting an onion.","A man is slicing an onion.",1.9882007
78oIrIoB0BJ1Q3TknAQG,"A man is cutting an onion.","A person is slicing an onion.",1.970929
1Mr_q4oB0BJ1Q3TkjQQS,"A man is cutting an onion.","Someone is slicing an onion.",1.9669175
z8r9q4oB0BJ1Q3Tk1QRb,"A man is cutting an onion.","A woman is cutting an onion.",1.9633543
KV-uqYoBStwCXBRBuP7s,"A man is cutting an onion.","A man is cutting up a cucumber.",1.9278698
Pl-1qYoBStwCXBRBev6n,"A man is cutting an onion.","A man is cutting a potato.",1.9242312
NF-yqYoBStwCXBRBdP6n,"A man is cutting an onion.","A man is slicing a tomato.",1.9153311
Vl-9qYoBStwCXBRBK_56,"A man is cutting an onion.","A man is slicing a tomato.",1.9153311
VF-8qYoBStwCXBRBf_6w,"A man is cutting an onion.","A man is cutting apple by his hand.",1.8925579
M1-yqYoBStwCXBRBHf7j,"A man is cutting an onion.","A man is slicing open a fish.",1.8922004
TV-6qYoBStwCXBRBKP5M,"A man is cutting an onion.","A man is cutting a pipe with scissors.",1.8877378
Ql-2qYoBStwCXBRB0P5e,"A man is cutting an onion.","A woman is slicing garlics.",1.8850982
8soJrIoB0BJ1Q3TknASu,"A man is cutting an onion.","A man is seasoning some carrots.",1.8777074
xifPqYoBoyxv99w-1yZl,"A man is cutting an onion.","A woman is slicing some tomatoes.",1.876082
K1-vqYoBStwCXBRBZP70,"A man is cutting an onion.","A woman is cutting onions.",1.8700666
UF-7qYoBStwCXBRBKf7p,"A man is cutting an onion.","A man mixes vegetables in a pot.",1.8689636
V1-9qYoBStwCXBRBgP7a,"A man is cutting an onion.","A man is cutting paper with a sword.",1.8673689
Ol-0qYoBStwCXBRBev4N,"A man is cutting an onion.","A woman is cutting tofu.",1.865792
8MoIrIoB0BJ1Q3Tk8QS_,"A man is cutting an onion.","A person is peeling a potato with a potato peeler.",1.865625
68oHrIoB0BJ1Q3TkRwRS,"A man is cutting an onion.","A woman peels garlic with her hands.",1.8584735
9soKrIoB0BJ1Q3Tk-gR9,"A man is cutting an onion.","A woman is slicing some tofu.",1.8570857
SV-5qYoBStwCXBRBJv5u,"A man is cutting an onion.","A man is eating a food.",1.8521492
VV-8qYoBStwCXBRB1f7v,"A man is cutting an onion.","A man is opening a door.",1.8443133
18oArIoB0BJ1Q3TkkgQG,"A man is cutting an onion.","A man is holding a leaf.",1.8419936
zsr9q4oB0BJ1Q3TkfQSJ,"A man is cutting an onion.","A man puts three pieces of meat into a pan.",1.8411171
5soFrIoB0BJ1Q3TkmQQR,"A man is cutting an onion.","A man is opening a box and taking out paper.",1.8380072
Q1-3qYoBStwCXBRBJf6q,"A man is cutting an onion.","A man is speaking.",1.8339218
0Mr-q4oB0BJ1Q3TkLgQq,"A man is cutting an onion.","Some men are sawing.",1.8338313
2MoArIoB0BJ1Q3Tk6gRm,"A man is cutting an onion.","A woman is peeling shrimp.",1.8300704
OV-0qYoBStwCXBRBJP73,"A man is cutting an onion.","A man is driving a car.",1.8288167
5MoErIoB0BJ1Q3Tk7gQt,"A man is cutting an onion.","A machine is sharpening a pencil.",1.8268147
9coKrIoB0BJ1Q3TkpQSv,"A man is cutting an onion.","The lady peeled the potatoe.",1.8261731
4MoDrIoB0BJ1Q3TkmAS8,"A man is cutting an onion.","The man is using a camera to hammer a nail.",1.8241665
S1-5qYoBStwCXBRB0_5C,"A man is cutting an onion.","A man is kicking pots of water.",1.8213575
28oBrIoB0BJ1Q3Tk7AQC,"A man is cutting an onion.","A man is standing in front of the window and looking outside.",1.8206003
6soGrIoB0BJ1Q3Tk8gQD,"A man is cutting an onion.","A woman is cracking eggs.",1.8192179
yCfQqYoBoyxv99w-hib4,"A man is cutting an onion.","A man is playing a flute.",1.8187461
N1-zqYoBStwCXBRBdP64,"A man is cutting an onion.","A man is singing and playing a guitar.",1.814757
Kl-vqYoBStwCXBRBDv6z,"A man is cutting an onion.","A man is playing a harp.",1.8139368
2coBrIoB0BJ1Q3TkQAQO,"A man is cutting an onion.","A man is sitting and smoking.",1.8136714
Ll-wqYoBStwCXBRBbv74,"A man is cutting an onion.","A man is playing guitar.",1.8127584
3coCrIoB0BJ1Q3TkmASv,"A man is cutting an onion.","A man is playing the guitar and singing.",1.8109921
QF-2qYoBStwCXBRBJf7T,"A man is cutting an onion.","A  man is dancing.",1.8105179
Me7dqYoBt9UxlW-8yp_d,"A man is cutting an onion.","A man is playing the piano.",1.8104007
7coHrIoB0BJ1Q3Tk8gQE,"A man is cutting an onion.","A man is doing trick with play cards.",1.8098985
Ml-xqYoBStwCXBRByP5b,"A man is cutting an onion.","A man is cycling.",1.8098233
LV-wqYoBStwCXBRBGP7y,"A man is cutting an onion.","A man is playing the drums.",1.8094983
NV-yqYoBStwCXBRByf60,"A man is cutting an onion.","A man is playing a guitar.",1.8094275
L1-wqYoBStwCXBRBxP6y,"A man is cutting an onion.","A man is playing a guitar.",1.8094275
MF-xqYoBStwCXBRBHP5w,"A man is cutting an onion.","A man is playing a guitar.",1.8094275
2soBrIoB0BJ1Q3TklgQ1,"A man is cutting an onion.","A man is playing a guitar.",1.8094275
Sl-5qYoBStwCXBRBff5k,"A man is cutting an onion.","A man is playing a guitar.",1.8094275
Ul-7qYoBStwCXBRB1P4f,"A man is cutting an onion.","A man is playing a guitar.",1.8094275
U1-8qYoBStwCXBRBKv4w,"A man is cutting an onion.","A man is playing a guitar.",1.8094275
R1-4qYoBStwCXBRBe_4m,"A man is cutting an onion.","A woman is wrapping tofu.",1.8094151
Mu7eqYoBt9UxlW-8KJ9K,"A man is cutting an onion.","A woman is picking a can.",1.8081045
OF-zqYoBStwCXBRBz_7I,"A man is cutting an onion.","A man attacks a woman.",1.8069823
9MoKrIoB0BJ1Q3TkRgTr,"A man is cutting an onion.","A man is playing a football.",1.8066145
QV-2qYoBStwCXBRBe_4c,"A man is cutting an onion.","A man is riding a motorcycle.",1.8040489
1soArIoB0BJ1Q3TkOwSq,"A man is cutting an onion.","A person is playing an electronic keyboard.",1.803512
LF-vqYoBStwCXBRBw_4M,"A man is cutting an onion.","A man is riding an electric bicycle.",1.8024406
6MoGrIoB0BJ1Q3TkQwTQ,"A man is cutting an onion.","A person is drawing on a large touchscreen.",1.8008456
4coDrIoB0BJ1Q3Tk7gQ1,"A man is cutting an onion.","A woman is filing her nails.",1.8003275
0sr-q4oB0BJ1Q3Tk3wRS,"A man is cutting an onion.","The man is kissing and hugging the woman.",1.7996008
SF-4qYoBStwCXBRB0f4y,"A man is cutting an onion.","A cat is eating some corn.",1.7986588
3soCrIoB0BJ1Q3Tk7QTs,"A man is cutting an onion.","A woman opens a window.",1.7962711
UV-7qYoBStwCXBRBf_5J,"A man is cutting an onion.","A woman is talking on a cell phone.",1.794087
98oLrIoB0BJ1Q3TkUAQk,"A man is cutting an onion.","Someone typed on a keyboard.",1.7938783
RF-3qYoBStwCXBRBev6n,"A man is cutting an onion.","A little boy is singing and playing a guitar.",1.7937038
T1-6qYoBStwCXBRB1P6w,"A man is cutting an onion.","A woman is taking a bath.",1.789195
Jl-tqYoBStwCXBRBtv7_,"A man is cutting an onion.","A girl is styling her hair.",1.7885599
08r_q4oB0BJ1Q3TkNgR_,"A man is cutting an onion.","A train is moving.",1.7874961
48oErIoB0BJ1Q3TkmASn,"A man is cutting an onion.","A woman is swimming underwater.",1.7873373
0cr-q4oB0BJ1Q3TkhQQ4,"A man is cutting an onion.","A car is driven down the road.",1.7871213
O1-0qYoBStwCXBRBz_4R,"A man is cutting an onion.","The woman is styling her hair.",1.7869878
WF-9qYoBStwCXBRB2f7g,"A man is cutting an onion.","A boy studies a calendar.",1.7868853
-coLrIoB0BJ1Q3Tk-gTx,"A man is cutting an onion.","A young Asian girl is applying eyeliner.",1.7847848
4soErIoB0BJ1Q3TkQwSR,"A man is cutting an onion.","A boy is crawling into a dog house.",1.7829367
KF-uqYoBStwCXBRBYv64,"A man is cutting an onion.","One woman is measuring another woman's ankle.",1.7787235
3MoCrIoB0BJ1Q3TkQgT8,"A man is cutting an onion.","A skunk is looking here and there.",1.7762723
Rl-4qYoBStwCXBRBJv4Z,"A man is cutting an onion.","A young woman is putting stickers all over her face.",1.7758157
5coFrIoB0BJ1Q3TkQwTI,"A man is cutting an onion.","A monkey is playing drums.",1.7757442
7soIrIoB0BJ1Q3TkRwQI,"A man is cutting an onion.","The cat is licking a bottle.",1.7752512
58oFrIoB0BJ1Q3Tk7gSR,"A man is cutting an onion.","A woman is dancing.",1.7747073
Wl--qYoBStwCXBRBh_6_,"A man is cutting an onion.","A woman is dancing.",1.7746668
J1-uqYoBStwCXBRBDP7q,"A man is cutting an onion.","A group of men play soccer on the beach.",1.7737019
Tl-6qYoBStwCXBRBff6a,"A man is cutting an onion.","A woman is dancing in the rain.",1.7736304
WV--qYoBStwCXBRBMf5z,"A man is cutting an onion.","The ballerina is dancing.",1.7724525
-MoLrIoB0BJ1Q3TkpQSD,"A man is cutting an onion.","Three young men run, jump, and kick off of a Coke machine.",1.7722962
1cr_q4oB0BJ1Q3Tk5ATF,"A man is cutting an onion.","A woman is playing in the ocean.",1.7716116
6coGrIoB0BJ1Q3TkmwT8,"A man is cutting an onion.","The men played follow the leader on the grass.",1.7709316
RV-3qYoBStwCXBRB0f4V,"A man is cutting an onion.","A turtle is swimming in water.",1.7698126
88oJrIoB0BJ1Q3Tk8QTD,"A man is cutting an onion.","Two men pushed carts through the woods.",1.7675971
