NF-yqYoBStwCXBRBdP6n,"A man is cutting tomatoes with a cleaver.","A man is slicing a tomato.",1.9651811
Vl-9qYoBStwCXBRBK_56,"A man is cutting tomatoes with a cleaver.","A man is slicing a tomato.",1.9651811
xifPqYoBoyxv99w-1yZl,"A man is cutting tomatoes with a cleaver.","A woman is slicing some tomatoes.",1.9351997
KV-uqYoBStwCXBRBuP7s,"A man is cutting tomatoes with a cleaver.","A man is cutting up a cucumber.",1.9307492
Pl-1qYoBStwCXBRBev6n,"A man is cutting tomatoes with a cleaver.","A man is cutting a potato.",1.9180748
P1-1qYoBStwCXBRB0P4T,"A man is cutting tomatoes with a cleaver.","A man is slicing an onion.",1.916708
MV-xqYoBStwCXBRBcv5Q,"A man is cutting tomatoes with a cleaver.","A man is cutting an onion.",1.9122334
VF-8qYoBStwCXBRBf_6w,"A man is cutting tomatoes with a cleaver.","A man is cutting apple by his hand.",1.9100481
78oIrIoB0BJ1Q3TknAQG,"A man is cutting tomatoes with a cleaver.","A person is slicing an onion.",1.8975203
M1-yqYoBStwCXBRBHf7j,"A man is cutting tomatoes with a cleaver.","A man is slicing open a fish.",1.8963089
1Mr_q4oB0BJ1Q3TkjQQS,"A man is cutting tomatoes with a cleaver.","Someone is slicing an onion.",1.8936783
UF-7qYoBStwCXBRBKf7p,"A man is cutting tomatoes with a cleaver.","A man mixes vegetables in a pot.",1.89164
Ql-2qYoBStwCXBRB0P5e,"A man is cutting tomatoes with a cleaver.","A woman is slicing garlics.",1.8864605
TV-6qYoBStwCXBRBKP5M,"A man is cutting tomatoes with a cleaver.","A man is cutting a pipe with scissors.",1.8864181
8soJrIoB0BJ1Q3TknASu,"A man is cutting tomatoes with a cleaver.","A man is seasoning some carrots.",1.8773385
V1-9qYoBStwCXBRBgP7a,"A man is cutting tomatoes with a cleaver.","A man is cutting paper with a sword.",1.8764846
z8r9q4oB0BJ1Q3Tk1QRb,"A man is cutting tomatoes with a cleaver.","A woman is cutting an onion.",1.875642
8MoIrIoB0BJ1Q3Tk8QS_,"A man is cutting tomatoes with a cleaver.","A person is peeling a potato with a potato peeler.",1.8695276
Ol-0qYoBStwCXBRBev4N,"A man is cutting tomatoes with a cleaver.","A woman is cutting tofu.",1.8626199
