PF-1qYoBStwCXBRBJf4W,"Two zebras are playing in a field.","Two zebras play in an open field.",1.9834373
6coGrIoB0BJ1Q3TkmwT8,"Two zebras are playing in a field.","The men played follow the leader on the grass.",1.8319709
5coFrIoB0BJ1Q3TkQwTI,"Two zebras are playing in a field.","A monkey is playing drums.",1.8197925
38oDrIoB0BJ1Q3TkQwRK,"Two zebras are playing in a field.","People are dancing outside.",1.817299
8coJrIoB0BJ1Q3TkRwQx,"Two zebras are playing in a field.","Two women are dancing and singing in front of a crowd.",1.816398
3MoCrIoB0BJ1Q3TkQgT8,"Two zebras are playing in a field.","A skunk is looking here and there.",1.8137182
Nl-zqYoBStwCXBRBH_4t,"Two zebras are playing in a field.","A baby panda goes down a slide.",1.8082839
J1-uqYoBStwCXBRBDP7q,"Two zebras are playing in a field.","A group of men play soccer on the beach.",1.806718
RV-3qYoBStwCXBRB0f4V,"Two zebras are playing in a field.","A turtle is swimming in water.",1.8061069
-MoLrIoB0BJ1Q3TkpQSD,"Two zebras are playing in a field.","Three young men run, jump, and kick off of a Coke machine.",1.8048682
88oJrIoB0BJ1Q3Tk8QTD,"Two zebras are playing in a field.","Two men pushed carts through the woods.",1.8045369
WV--qYoBStwCXBRBMf5z,"Two zebras are playing in a field.","The ballerina is dancing.",1.8024964
SF-4qYoBStwCXBRB0f4y,"Two zebras are playing in a field.","A cat is eating some corn.",1.8001548
7MoHrIoB0BJ1Q3TknAR4,"Two zebras are playing in a field.","The polar bears fought over the kill.",1.7994095
0cr-q4oB0BJ1Q3TkhQQ4,"Two zebras are playing in a field.","A car is driven down the road.",1.7940627
08r_q4oB0BJ1Q3TkNgR_,"Two zebras are playing in a field.","A train is moving.",1.793993
Tl-6qYoBStwCXBRBff6a,"Two zebras are playing in a field.","A woman is dancing in the rain.",1.7934873
yCfQqYoBoyxv99w-hib4,"Two zebras are playing in a field.","A man is playing a flute.",1.7926236
9MoKrIoB0BJ1Q3TkRgTr,"Two zebras are playing in a field.","A man is playing a football.",1.7925665
58oFrIoB0BJ1Q3Tk7gSR,"Two zebras are playing in a field.","A woman is dancing.",1.791601
Wl--qYoBStwCXBRBh_6_,"Two zebras are playing in a field.","A woman is dancing.",1.7915581
1cr_q4oB0BJ1Q3Tk5ATF,"Two zebras are playing in a field.","A woman is playing in the ocean.",1.790102
7coHrIoB0BJ1Q3Tk8gQE,"Two zebras are playing in a field.","A man is doing trick with play cards.",1.7877688
Kl-vqYoBStwCXBRBDv6z,"Two zebras are playing in a field.","A man is playing a harp.",1.7876902
LV-wqYoBStwCXBRBGP7y,"Two zebras are playing in a field.","A man is playing the drums.",1.7830684
0sr-q4oB0BJ1Q3Tk3wRS,"Two zebras are playing in a field.","The man is kissing and hugging the woman.",1.7817249
xyfQqYoBoyxv99w-LyY5,"Two zebras are playing in a field.","A woman is water skiing.",1.7786672
4soErIoB0BJ1Q3TkQwSR,"Two zebras are playing in a field.","A boy is crawling into a dog house.",1.7779536
1soArIoB0BJ1Q3TkOwSq,"Two zebras are playing in a field.","A person is playing an electronic keyboard.",1.7777658
7soIrIoB0BJ1Q3TkRwQI,"Two zebras are playing in a field.","The cat is licking a bottle.",1.7775912
OV-0qYoBStwCXBRBJP73,"Two zebras are playing in a field.","A man is driving a car.",1.7756239
QF-2qYoBStwCXBRBJf7T,"Two zebras are playing in a field.","A  man is dancing.",1.7752528
KF-uqYoBStwCXBRBYv64,"Two zebras are playing in a field.","One woman is measuring another woman's ankle.",1.7737503
48oErIoB0BJ1Q3TkmASn,"Two zebras are playing in a field.","A woman is swimming underwater.",1.7725463
Me7dqYoBt9UxlW-8yp_d,"Two zebras are playing in a field.","A man is playing the piano.",1.7708505
OF-zqYoBStwCXBRBz_7I,"Two zebras are playing in a field.","A man attacks a woman.",1.7707102
RF-3qYoBStwCXBRBev6n,"Two zebras are playing in a field.","A little boy is singing and playing a guitar.",1.7699599
V1-9qYoBStwCXBRBgP7a,"Two zebras are playing in a field.","A man is cutting paper with a sword.",1.7698467
NV-yqYoBStwCXBRByf60,"Two zebras are playing in a field.","A man is playing a guitar.",1.7696652
L1-wqYoBStwCXBRBxP6y,"Two zebras are playing in a field.","A man is playing a guitar.",1.7696652
MF-xqYoBStwCXBRBHP5w,"Two zebras are playing in a field.","A man is playing a guitar.",1.7696652
2soBrIoB0BJ1Q3TklgQ1,"Two zebras are playing in a field.","A man is playing a guitar.",1.7696652
Sl-5qYoBStwCXBRBff5k,"Two zebras are playing in a field.","A man is playing a guitar.",1.7696652
Ul-7qYoBStwCXBRB1P4f,"Two zebras are playing in a field.","A man is playing a guitar.",1.7696652
U1-8qYoBStwCXBRBKv4w,"Two zebras are playing in a field.","A man is playing a guitar.",1.7696652
S1-5qYoBStwCXBRB0_5C,"Two zebras are playing in a field.","A man is kicking pots of water.",1.7695388
Mu7eqYoBt9UxlW-8KJ9K,"Two zebras are playing in a field.","A woman is picking a can.",1.7695252
Ll-wqYoBStwCXBRBbv74,"Two zebras are playing in a field.","A man is playing guitar.",1.7689867
0Mr-q4oB0BJ1Q3TkLgQq,"Two zebras are playing in a field.","Some men are sawing.",1.7684236
98oLrIoB0BJ1Q3TkUAQk,"Two zebras are playing in a field.","Someone typed on a keyboard.",1.7683916
UV-7qYoBStwCXBRBf_5J,"Two zebras are playing in a field.","A woman is talking on a cell phone.",1.7679533
Ml-xqYoBStwCXBRByP5b,"Two zebras are playing in a field.","A man is cycling.",1.7673043
