OF-zqYoBStwCXBRBz_7I,"A man slaps a woman.","A man attacks a woman.",1.9342234
0sr-q4oB0BJ1Q3Tk3wRS,"A man slaps a woman.","The man is kissing and hugging the woman.",1.8681769
58oFrIoB0BJ1Q3Tk7gSR,"A man slaps a woman.","A woman is dancing.",1.8266013
S1-5qYoBStwCXBRB0_5C,"A man slaps a woman.","A man is kicking pots of water.",1.8265862
Wl--qYoBStwCXBRBh_6_,"A man slaps a woman.","A woman is dancing.",1.8265743
3soCrIoB0BJ1Q3Tk7QTs,"A man slaps a woman.","A woman opens a window.",1.8223777
Tl-6qYoBStwCXBRBff6a,"A man slaps a woman.","A woman is dancing in the rain.",1.8161194
Q1-3qYoBStwCXBRBJf6q,"A man slaps a woman.","A man is speaking.",1.8150817
K1-vqYoBStwCXBRBZP70,"A man slaps a woman.","A woman is cutting onions.",1.8140056
VV-8qYoBStwCXBRB1f7v,"A man slaps a woman.","A man is opening a door.",1.8130708
UV-7qYoBStwCXBRBf_5J,"A man slaps a woman.","A woman is talking on a cell phone.",1.8122963
QF-2qYoBStwCXBRBJf7T,"A man slaps a woman.","A  man is dancing.",1.8119998
4coDrIoB0BJ1Q3Tk7gQ1,"A man slaps a woman.","A woman is filing her nails.",1.8110168
6soGrIoB0BJ1Q3Tk8gQD,"A man slaps a woman.","A woman is cracking eggs.",1.8108599
xifPqYoBoyxv99w-1yZl,"A man slaps a woman.","A woman is slicing some tomatoes.",1.8106294
LV-wqYoBStwCXBRBGP7y,"A man slaps a woman.","A man is playing the drums.",1.8101208
Ql-2qYoBStwCXBRB0P5e,"A man slaps a woman.","A woman is slicing garlics.",1.8099073
4MoDrIoB0BJ1Q3TkmAS8,"A man slaps a woman.","The man is using a camera to hammer a nail.",1.8098485
NF-yqYoBStwCXBRBdP6n,"A man slaps a woman.","A man is slicing a tomato.",1.8094928
Vl-9qYoBStwCXBRBK_56,"A man slaps a woman.","A man is slicing a tomato.",1.8094928
T1-6qYoBStwCXBRB1P6w,"A man slaps a woman.","A woman is taking a bath.",1.8092146
OV-0qYoBStwCXBRBJP73,"A man slaps a woman.","A man is driving a car.",1.8081532
68oHrIoB0BJ1Q3TkRwRS,"A man slaps a woman.","A woman peels garlic with her hands.",1.8078897
9soKrIoB0BJ1Q3Tk-gR9,"A man slaps a woman.","A woman is slicing some tofu.",1.8069549
1cr_q4oB0BJ1Q3Tk5ATF,"A man slaps a woman.","A woman is playing in the ocean.",1.8065021
VF-8qYoBStwCXBRBf_6w,"A man slaps a woman.","A man is cutting apple by his hand.",1.8062288
P1-1qYoBStwCXBRB0P4T,"A man slaps a woman.","A man is slicing an onion.",1.8057688
SV-5qYoBStwCXBRBJv5u,"A man slaps a woman.","A man is eating a food.",1.8055754
