38oDrIoB0BJ1Q3TkQwRK,"A group of people are dancing.","People are dancing outside.",1.9156985
58oFrIoB0BJ1Q3Tk7gSR,"A group of people are dancing.","A woman is dancing.",1.9045107
Wl--qYoBStwCXBRBh_6_,"A group of people are dancing.","A woman is dancing.",1.9044838
QF-2qYoBStwCXBRBJf7T,"A group of people are dancing.","A  man is dancing.",1.9018173
8coJrIoB0BJ1Q3TkRwQx,"A group of people are dancing.","Two women are dancing and singing in front of a crowd.",1.8783982
WV--qYoBStwCXBRBMf5z,"A group of people are dancing.","The ballerina is dancing.",1.8633101
Tl-6qYoBStwCXBRBff6a,"A group of people are dancing.","A woman is dancing in the rain.",1.8548733
LV-wqYoBStwCXBRBGP7y,"A group of people are dancing.","A man is playing the drums.",1.8318291
N1-zqYoBStwCXBRBdP64,"A group of people are dancing.","A man is singing and playing a guitar.",1.8300967
J1-uqYoBStwCXBRBDP7q,"A group of people are dancing.","A group of men play soccer on the beach.",1.8294077
3coCrIoB0BJ1Q3TkmASv,"A group of people are dancing.","A man is playing the guitar and singing.",1.8265586
6coGrIoB0BJ1Q3TkmwT8,"A group of people are dancing.","The men played follow the leader on the grass.",1.8166358
-MoLrIoB0BJ1Q3TkpQSD,"A group of people are dancing.","Three young men run, jump, and kick off of a Coke machine.",1.8156365
Me7dqYoBt9UxlW-8yp_d,"A group of people are dancing.","A man is playing the piano.",1.8154533
yCfQqYoBoyxv99w-hib4,"A group of people are dancing.","A man is playing a flute.",1.8153201
5coFrIoB0BJ1Q3TkQwTI,"A group of people are dancing.","A monkey is playing drums.",1.8128147
Ll-wqYoBStwCXBRBbv74,"A group of people are dancing.","A man is playing guitar.",1.8106177
NV-yqYoBStwCXBRByf60,"A group of people are dancing.","A man is playing a guitar.",1.8065808
L1-wqYoBStwCXBRBxP6y,"A group of people are dancing.","A man is playing a guitar.",1.8065808
MF-xqYoBStwCXBRBHP5w,"A group of people are dancing.","A man is playing a guitar.",1.8065808
2soBrIoB0BJ1Q3TklgQ1,"A group of people are dancing.","A man is playing a guitar.",1.8065808
Sl-5qYoBStwCXBRBff5k,"A group of people are dancing.","A man is playing a guitar.",1.8065808
Ul-7qYoBStwCXBRB1P4f,"A group of people are dancing.","A man is playing a guitar.",1.8065808
U1-8qYoBStwCXBRBKv4w,"A group of people are dancing.","A man is playing a guitar.",1.8065808
PF-1qYoBStwCXBRBJf4W,"A group of people are dancing.","Two zebras play in an open field.",1.8059347
