N1-zqYoBStwCXBRBdP64,"A man is singing and playing the guitar.","A man is singing and playing a guitar.",1.9947345
3coCrIoB0BJ1Q3TkmASv,"A man is singing and playing the guitar.","A man is playing the guitar and singing.",1.986701
Ll-wqYoBStwCXBRBbv74,"A man is singing and playing the guitar.","A man is playing guitar.",1.9412937
NV-yqYoBStwCXBRByf60,"A man is singing and playing the guitar.","A man is playing a guitar.",1.9318194
L1-wqYoBStwCXBRBxP6y,"A man is singing and playing the guitar.","A man is playing a guitar.",1.9318194
MF-xqYoBStwCXBRBHP5w,"A man is singing and playing the guitar.","A man is playing a guitar.",1.9318194
2soBrIoB0BJ1Q3TklgQ1,"A man is singing and playing the guitar.","A man is playing a guitar.",1.9318194
Sl-5qYoBStwCXBRBff5k,"A man is singing and playing the guitar.","A man is playing a guitar.",1.9318194
Ul-7qYoBStwCXBRB1P4f,"A man is singing and playing the guitar.","A man is playing a guitar.",1.9318194
U1-8qYoBStwCXBRBKv4w,"A man is singing and playing the guitar.","A man is playing a guitar.",1.9318194
RF-3qYoBStwCXBRBev6n,"A man is singing and playing the guitar.","A little boy is singing and playing a guitar.",1.9182769
LV-wqYoBStwCXBRBGP7y,"A man is singing and playing the guitar.","A man is playing the drums.",1.9076779
Me7dqYoBt9UxlW-8yp_d,"A man is singing and playing the guitar.","A man is playing the piano.",1.907652
yCfQqYoBoyxv99w-hib4,"A man is singing and playing the guitar.","A man is playing a flute.",1.8995252
Kl-vqYoBStwCXBRBDv6z,"A man is singing and playing the guitar.","A man is playing a harp.",1.8937739
QF-2qYoBStwCXBRBJf7T,"A man is singing and playing the guitar.","A  man is dancing.",1.8795532
1soArIoB0BJ1Q3TkOwSq,"A man is singing and playing the guitar.","A person is playing an electronic keyboard.",1.8689992
OV-0qYoBStwCXBRBJP73,"A man is singing and playing the guitar.","A man is driving a car.",1.8616245
Q1-3qYoBStwCXBRBJf6q,"A man is singing and playing the guitar.","A man is speaking.",1.8562908
2coBrIoB0BJ1Q3TkQAQO,"A man is singing and playing the guitar.","A man is sitting and smoking.",1.8486083
5coFrIoB0BJ1Q3TkQwTI,"A man is singing and playing the guitar.","A monkey is playing drums.",1.8427885
9MoKrIoB0BJ1Q3TkRgTr,"A man is singing and playing the guitar.","A man is playing a football.",1.8426363
SV-5qYoBStwCXBRBJv5u,"A man is singing and playing the guitar.","A man is eating a food.",1.8419697
28oBrIoB0BJ1Q3Tk7AQC,"A man is singing and playing the guitar.","A man is standing in front of the window and looking outside.",1.8412595
0sr-q4oB0BJ1Q3Tk3wRS,"A man is singing and playing the guitar.","The man is kissing and hugging the woman.",1.839894
7coHrIoB0BJ1Q3Tk8gQE,"A man is singing and playing the guitar.","A man is doing trick with play cards.",1.8391786
Ml-xqYoBStwCXBRByP5b,"A man is singing and playing the guitar.","A man is cycling.",1.8357652
8coJrIoB0BJ1Q3TkRwQx,"A man is singing and playing the guitar.","Two women are dancing and singing in front of a crowd.",1.8330669
TV-6qYoBStwCXBRBKP5M,"A man is singing and playing the guitar.","A man is cutting a pipe with scissors.",1.831485
58oFrIoB0BJ1Q3Tk7gSR,"A man is singing and playing the guitar.","A woman is dancing.",1.8292711
Wl--qYoBStwCXBRBh_6_,"A man is singing and playing the guitar.","A woman is dancing.",1.8292704
4MoDrIoB0BJ1Q3TkmAS8,"A man is singing and playing the guitar.","The man is using a camera to hammer a nail.",1.8288499
QV-2qYoBStwCXBRBe_4c,"A man is singing and playing the guitar.","A man is riding a motorcycle.",1.8284233
S1-5qYoBStwCXBRB0_5C,"A man is singing and playing the guitar.","A man is kicking pots of water.",1.8283075
VV-8qYoBStwCXBRB1f7v,"A man is singing and playing the guitar.","A man is opening a door.",1.8263774
LF-vqYoBStwCXBRBw_4M,"A man is singing and playing the guitar.","A man is riding an electric bicycle.",1.8262267
18oArIoB0BJ1Q3TkkgQG,"A man is singing and playing the guitar.","A man is holding a leaf.",1.8254638
P1-1qYoBStwCXBRB0P4T,"A man is singing and playing the guitar.","A man is slicing an onion.",1.8218329
V1-9qYoBStwCXBRBgP7a,"A man is singing and playing the guitar.","A man is cutting paper with a sword.",1.8214445
NF-yqYoBStwCXBRBdP6n,"A man is singing and playing the guitar.","A man is slicing a tomato.",1.8190277
Vl-9qYoBStwCXBRBK_56,"A man is singing and playing the guitar.","A man is slicing a tomato.",1.8190277
KV-uqYoBStwCXBRBuP7s,"A man is singing and playing the guitar.","A man is cutting up a cucumber.",1.8182645
Pl-1qYoBStwCXBRBev6n,"A man is singing and playing the guitar.","A man is cutting a potato.",1.8173172
VF-8qYoBStwCXBRBf_6w,"A man is singing and playing the guitar.","A man is cutting apple by his hand.",1.8153943
MV-xqYoBStwCXBRBcv5Q,"A man is singing and playing the guitar.","A man is cutting an onion.",1.8150132
6MoGrIoB0BJ1Q3TkQwTQ,"A man is singing and playing the guitar.","A person is drawing on a large touchscreen.",1.8128039
WV--qYoBStwCXBRBMf5z,"A man is singing and playing the guitar.","The ballerina is dancing.",1.8125601
38oDrIoB0BJ1Q3TkQwRK,"A man is singing and playing the guitar.","People are dancing outside.",1.8099916
UF-7qYoBStwCXBRBKf7p,"A man is singing and playing the guitar.","A man mixes vegetables in a pot.",1.8089821
M1-yqYoBStwCXBRBHf7j,"A man is singing and playing the guitar.","A man is slicing open a fish.",1.8078308
Tl-6qYoBStwCXBRBff6a,"A man is singing and playing the guitar.","A woman is dancing in the rain.",1.8076313
5soFrIoB0BJ1Q3TkmQQR,"A man is singing and playing the guitar.","A man is opening a box and taking out paper.",1.8022559
